"Row.ID","Order.ID","Order.Date","Ship.Date","Ship.Mode","Customer.ID","Customer.Name","Segment","Country","City","State","Postal.Code","Region","Product.ID","Category","Sub.Category","Product.Name","Sales","discount","transactionSalesDecileRank","cleanOrderDate","weekdays","month","yr"
952,"US-2018-110576","28/11/2018","02/12/2018","Standard Class","RB-19795","Ross Baird","Home Office","United States","Philadelphia","Pennsylvania",19120,"East","OFF-PA-10002479","Office Supplies","Paper","Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright)",25.344,4.97107814180054,4,2018-11-28,"Wednesday",11,2018
953,"CA-2018-131156","03/04/2018","07/04/2018","Standard Class","KH-16360","Katherine Hughes","Consumer","United States","Philadelphia","Pennsylvania",19143,"East","FUR-FU-10001940","Furniture","Furnishings","Staple-based wall hangings",25.472,4.86514901914912,4,2018-04-03,"Tuesday",4,2018
954,"CA-2018-136539","28/12/2018","01/01/2019","Standard Class","GH-14665","Greg Hansen","Consumer","United States","Round Rock","Texas",78664,"Central","OFF-AR-10001958","Office Supplies","Art","Stanley Bostitch Contemporary Electric Pencil Sharpeners",27.168,5.02922647657043,4,2018-12-28,"Friday",12,2018
955,"CA-2018-136539","28/12/2018","01/01/2019","Standard Class","GH-14665","Greg Hansen","Consumer","United States","Round Rock","Texas",78664,"Central","FUR-BO-10004709","Furniture","Bookcases","Bush Westfield Collection Bookcases, Medium Cherry Finish",78.8528,4.95291874325757,6,2018-12-28,"Friday",12,2018
956,"CA-2018-119305","30/11/2018","04/12/2018","Standard Class","SW-20275","Scott Williamson","Consumer","United States","Jackson","Mississippi",39212,"South","OFF-ST-10000604","Office Supplies","Storage","Home/Office Personal File Carts",173.8,5.01033880124838,8,2018-11-30,"Friday",11,2018
957,"CA-2018-102414","15/05/2018","18/05/2018","Second Class","JA-15970","Joseph Airdo","Consumer","United States","Phoenix","Arizona",85023,"West","TEC-PH-10002923","Technology","Phones","Logitech B530 USB Headset - headset - Full size, Binaural",29.592,4.85050598951866,4,2018-05-15,"Tuesday",5,2018
958,"CA-2018-102414","15/05/2018","18/05/2018","Second Class","JA-15970","Joseph Airdo","Consumer","United States","Phoenix","Arizona",85023,"West","OFF-BI-10004465","Office Supplies","Binders","Avery Durable Slant Ring Binders",4.752,4.92886675418562,1,2018-05-15,"Tuesday",5,2018
959,"CA-2018-102414","15/05/2018","18/05/2018","Second Class","JA-15970","Joseph Airdo","Consumer","United States","Phoenix","Arizona",85023,"West","OFF-PA-10002333","Office Supplies","Paper","Universal Ultra Bright White Copier/Laser Paper, 8 1/2"" x 11"", Ream",15.552,4.98440210874962,3,2018-05-15,"Tuesday",5,2018
960,"CA-2016-112571","22/09/2016","22/09/2016","Same Day","DL-12925","Daniel Lacy","Consumer","United States","Oceanside","California",92054,"West","FUR-FU-10004188","Furniture","Furnishings","Luxo Professional Combination Clamp-On Lamps",204.6,4.94106214710165,8,2016-09-22,"Thursday",9,2016
961,"CA-2018-152142","14/11/2018","19/11/2018","Standard Class","LW-16990","Lindsay Williams","Corporate","United States","San Francisco","California",94110,"West","FUR-CH-10002965","Furniture","Chairs","Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",321.568,5.11540374665165,9,2018-11-14,"Wednesday",11,2018
962,"CA-2016-160059","27/11/2016","01/12/2016","Standard Class","TB-21190","Thomas Brumley","Home Office","United States","Fayetteville","Arkansas",72701,"South","OFF-BI-10000145","Office Supplies","Binders","Zipper Ring Binder Pockets",6.24,4.7537091286791,1,2016-11-27,"Sunday",11,2016
963,"CA-2017-120859","01/09/2017","04/09/2017","First Class","CV-12805","Cynthia Voltz","Corporate","United States","San Francisco","California",94110,"West","OFF-EN-10001335","Office Supplies","Envelopes","White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",21.88,5.02561255114995,4,2017-09-01,"Friday",9,2017
964,"CA-2015-127488","22/09/2015","24/09/2015","Second Class","MS-17365","Maribeth Schnelling","Consumer","United States","Boca Raton","Florida",33433,"South","OFF-LA-10001613","Office Supplies","Labels","Avery File Folder Labels",4.608,4.95144186579431,1,2015-09-22,"Tuesday",9,2015
965,"CA-2018-135279","09/04/2018","11/04/2018","First Class","BS-11800","Bryan Spruell","Home Office","United States","New York City","New York",10011,"East","OFF-LA-10004055","Office Supplies","Labels","Color-Coded Legal Exhibit Labels",9.82,5.04457138040608,2,2018-04-09,"Monday",4,2018
966,"CA-2018-135279","09/04/2018","11/04/2018","First Class","BS-11800","Bryan Spruell","Home Office","United States","New York City","New York",10011,"East","OFF-AR-10004344","Office Supplies","Art","Bulldog Vacuum Base Pencil Sharpener",35.97,4.94011915076137,5,2018-04-09,"Monday",4,2018
967,"CA-2018-135279","09/04/2018","11/04/2018","First Class","BS-11800","Bryan Spruell","Home Office","United States","New York City","New York",10011,"East","OFF-PA-10004621","Office Supplies","Paper","Xerox 212",12.96,4.67602457566129,2,2018-04-09,"Monday",4,2018
968,"CA-2018-135279","09/04/2018","11/04/2018","First Class","BS-11800","Bryan Spruell","Home Office","United States","New York City","New York",10011,"East","OFF-PA-10001281","Office Supplies","Paper","Computer Printout Paper with Letter-Trim Fine Perforations",191.6,4.99203058494232,8,2018-04-09,"Monday",4,2018
969,"CA-2018-135279","09/04/2018","11/04/2018","First Class","BS-11800","Bryan Spruell","Home Office","United States","New York City","New York",10011,"East","OFF-LA-10001613","Office Supplies","Labels","Avery File Folder Labels",8.64,4.9281620737739,2,2018-04-09,"Monday",4,2018
970,"CA-2018-135279","09/04/2018","11/04/2018","First Class","BS-11800","Bryan Spruell","Home Office","United States","New York City","New York",10011,"East","OFF-ST-10001097","Office Supplies","Storage","Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers",501.81,4.85106446704017,9,2018-04-09,"Monday",4,2018
971,"CA-2015-115791","16/01/2015","18/01/2015","Second Class","DL-13315","Delfina Latchford","Consumer","United States","Philadelphia","Pennsylvania",19134,"East","FUR-FU-10001095","Furniture","Furnishings","DAX Black Cherry Wood-Tone Poster Frame",127.104,4.88435311038155,7,2015-01-16,"Friday",1,2015
972,"CA-2015-115791","16/01/2015","18/01/2015","Second Class","DL-13315","Delfina Latchford","Consumer","United States","Philadelphia","Pennsylvania",19134,"East","TEC-PH-10004614","Technology","Phones","AT&T 841000 Phone",124.2,4.95556635482013,7,2015-01-16,"Friday",1,2015
973,"CA-2015-115791","16/01/2015","18/01/2015","Second Class","DL-13315","Delfina Latchford","Consumer","United States","Philadelphia","Pennsylvania",19134,"East","OFF-BI-10001575","Office Supplies","Binders","GBC Linen Binding Covers",18.588,5.1952063444775,3,2015-01-16,"Friday",1,2015
974,"CA-2015-115791","16/01/2015","18/01/2015","Second Class","DL-13315","Delfina Latchford","Consumer","United States","Philadelphia","Pennsylvania",19134,"East","OFF-LA-10001074","Office Supplies","Labels","Round Specialty Laser Printer Labels",30.072,4.96881735737377,4,2015-01-16,"Friday",1,2015
975,"US-2018-103247","05/10/2018","08/10/2018","Second Class","PO-19195","Phillina Ober","Home Office","United States","New York City","New York",10011,"East","TEC-PH-10003555","Technology","Phones","Motorola HK250 Universal Bluetooth Headset",160.93,4.85203036316223,8,2018-10-05,"Friday",10,2018
976,"US-2018-103247","05/10/2018","08/10/2018","Second Class","PO-19195","Phillina Ober","Home Office","United States","New York City","New York",10011,"East","OFF-BI-10004492","Office Supplies","Binders","Tuf-Vin Binders",75.792,5.14036104675046,6,2018-10-05,"Friday",10,2018
977,"US-2018-100209","09/07/2018","15/07/2018","Standard Class","TD-20995","Tamara Dahlen","Consumer","United States","Portland","Oregon",97206,"West","OFF-BI-10002012","Office Supplies","Binders","Wilson Jones Easy Flow II Sheet Lifters",1.08,4.90614802178044,1,2018-07-09,"Monday",7,2018
978,"CA-2018-159366","07/01/2018","10/01/2018","First Class","BW-11110","Bart Watters","Corporate","United States","Detroit","Michigan",48205,"Central","TEC-MA-10000822","Technology","Machines","Lexmark MX611dhe Monochrome Laser Printer",3059.982,4.86702739044145,10,2018-01-07,"Sunday",1,2018
979,"CA-2017-145499","30/05/2017","31/05/2017","First Class","RW-19690","Robert Waldorf","Consumer","United States","Wilmington","North Carolina",28403,"South","OFF-BI-10000848","Office Supplies","Binders","Angle-D Ring Binders",3.282,4.8252768681238,1,2017-05-30,"Tuesday",5,2017
980,"CA-2016-157035","09/12/2016","12/12/2016","First Class","KB-16600","Ken Brennan","Corporate","United States","Columbus","Indiana",47201,"Central","OFF-PA-10004156","Office Supplies","Paper","Xerox 188",34.02,4.88261908369122,4,2016-12-09,"Friday",12,2016
981,"CA-2017-144939","03/10/2017","08/10/2017","Standard Class","EB-13870","Emily Burns","Consumer","United States","New York City","New York",10035,"East","FUR-CH-10003199","Furniture","Chairs","Office Star - Contemporary Task Swivel Chair",599.292,5.1435167263967,10,2017-10-03,"Tuesday",10,2017
982,"CA-2015-163419","11/11/2015","14/11/2015","Second Class","TZ-21580","Tracy Zic","Consumer","United States","Louisville","Colorado",80027,"West","OFF-AR-10000034","Office Supplies","Art","BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",3.392,5.04065614348641,1,2015-11-11,"Wednesday",11,2015
983,"CA-2015-163419","11/11/2015","14/11/2015","Second Class","TZ-21580","Tracy Zic","Consumer","United States","Louisville","Colorado",80027,"West","TEC-PH-10000560","Technology","Phones","Samsung Galaxy S III - 16GB - pebble blue (T-Mobile)",559.984,5.02365267714271,9,2015-11-11,"Wednesday",11,2015
984,"CA-2015-163419","11/11/2015","14/11/2015","Second Class","TZ-21580","Tracy Zic","Consumer","United States","Louisville","Colorado",80027,"West","FUR-CH-10000665","Furniture","Chairs","Global Airflow Leather Mesh Back Chair, Black",603.92,4.96466253040451,10,2015-11-11,"Wednesday",11,2015
985,"CA-2018-100314","29/09/2018","05/10/2018","Standard Class","AS-10630","Ann Steele","Home Office","United States","Pasadena","Texas",77506,"Central","OFF-LA-10001569","Office Supplies","Labels","Avery 499",7.968,4.9783120796739,2,2018-09-29,"Saturday",9,2018
986,"CA-2018-100314","29/09/2018","05/10/2018","Standard Class","AS-10630","Ann Steele","Home Office","United States","Pasadena","Texas",77506,"Central","OFF-EN-10000461","Office Supplies","Envelopes","#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",27.968,5.00892767207701,4,2018-09-29,"Saturday",9,2018
987,"CA-2018-100314","29/09/2018","05/10/2018","Standard Class","AS-10630","Ann Steele","Home Office","United States","Pasadena","Texas",77506,"Central","TEC-MA-10003066","Technology","Machines","Wasp CCD Handheld Bar Code Reader",336.51,4.9715849476577,9,2018-09-29,"Saturday",9,2018
988,"CA-2016-146829","10/03/2016","10/03/2016","Same Day","TS-21340","Toby Swindell","Consumer","United States","Houston","Texas",77041,"Central","OFF-BI-10004022","Office Supplies","Binders","Acco Suede Grain Vinyl Round Ring Binder",1.112,4.96550532348743,1,2016-03-10,"Thursday",3,2016
989,"CA-2018-167899","21/05/2018","26/05/2018","Standard Class","JG-15805","John Grady","Corporate","United States","Auburn","New York",13021,"East","FUR-FU-10004071","Furniture","Furnishings","Luxo Professional Magnifying Clamp-On Fluorescent Lamps",520.05,5.04538266363039,9,2018-05-21,"Monday",5,2018
990,"CA-2018-167899","21/05/2018","26/05/2018","Standard Class","JG-15805","John Grady","Corporate","United States","Auburn","New York",13021,"East","OFF-AR-10001988","Office Supplies","Art","Bulldog Table or Wall-Mount Pencil Sharpener",17.97,4.93341472975207,3,2018-05-21,"Monday",5,2018
991,"CA-2016-153549","29/03/2016","31/03/2016","Second Class","SL-20155","Sara Luxemburg","Home Office","United States","Jacksonville","Florida",32216,"South","FUR-CH-10004086","Furniture","Chairs","Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs",1166.92,4.9755003745571,10,2016-03-29,"Tuesday",3,2016
992,"CA-2017-110023","09/09/2017","11/09/2017","First Class","TS-21610","Troy Staebel","Consumer","United States","New York City","New York",10024,"East","OFF-BI-10001036","Office Supplies","Binders","Cardinal EasyOpen D-Ring Binders",14.624,4.86025276406453,3,2017-09-09,"Saturday",9,2017
993,"CA-2017-105585","26/08/2017","27/08/2017","First Class","RF-19735","Roland Fjeld","Consumer","United States","San Jose","California",95123,"West","OFF-FA-10002983","Office Supplies","Fasteners","Advantus SlideClip Paper Clips",10.23,5.10839701047028,2,2017-08-26,"Saturday",8,2017
994,"CA-2017-105585","26/08/2017","27/08/2017","First Class","RF-19735","Roland Fjeld","Consumer","United States","San Jose","California",95123,"West","OFF-PA-10003625","Office Supplies","Paper","Xerox 1979",154.9,5.0892758628166,7,2017-08-26,"Saturday",8,2017
995,"CA-2015-117639","21/05/2015","25/05/2015","Standard Class","MW-18235","Mitch Willingham","Corporate","United States","Virginia Beach","Virginia",23464,"South","OFF-BI-10003925","Office Supplies","Binders","Fellowes PB300 Plastic Comb Binding Machine",2715.93,4.76877417682711,10,2015-05-21,"Thursday",5,2015
996,"CA-2015-117639","21/05/2015","25/05/2015","Standard Class","MW-18235","Mitch Willingham","Corporate","United States","Virginia Beach","Virginia",23464,"South","TEC-PH-10001530","Technology","Phones","Plantronics Voyager Pro Legend",617.97,4.92836803214105,10,2015-05-21,"Thursday",5,2015
997,"CA-2016-162537","28/10/2016","03/11/2016","Standard Class","RD-19585","Rob Dowd","Consumer","United States","Henderson","Kentucky",42420,"South","OFF-EN-10003862","Office Supplies","Envelopes","Laser & Ink Jet Business Envelopes",10.67,5.00498560567109,2,2016-10-28,"Friday",10,2016
998,"CA-2016-162537","28/10/2016","03/11/2016","Standard Class","RD-19585","Rob Dowd","Consumer","United States","Henderson","Kentucky",42420,"South","OFF-ST-10004258","Office Supplies","Storage","Portable Personal File Box",36.63,4.99827362375176,5,2016-10-28,"Friday",10,2016
999,"CA-2016-162537","28/10/2016","03/11/2016","Standard Class","RD-19585","Rob Dowd","Consumer","United States","Henderson","Kentucky",42420,"South","FUR-FU-10002885","Furniture","Furnishings","Magna Visual Magnetic Picture Hangers",24.1,5.02608487289501,4,2016-10-28,"Friday",10,2016
1000,"CA-2016-162537","28/10/2016","03/11/2016","Standard Class","RD-19585","Rob Dowd","Consumer","United States","Henderson","Kentucky",42420,"South","FUR-FU-10001918","Furniture","Furnishings","C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings",33.11,4.9054341983066,4,2016-10-28,"Friday",10,2016
1001,"CA-2017-155488","13/11/2017","17/11/2017","Standard Class","FM-14290","Frank Merwin","Home Office","United States","Vancouver","Washington",98661,"West","OFF-AR-10002956","Office Supplies","Art","Boston 16801 Nautilus Battery Pencil Sharpener",44.02,4.82946665803765,5,2017-11-13,"Monday",11,2017
1002,"CA-2016-124891","31/07/2016","31/07/2016","Same Day","RH-19495","Rick Hansen","Consumer","United States","New York City","New York",10024,"East","TEC-AC-10003033","Technology","Accessories","Plantronics CS510 - Over-the-Head monaural Wireless Headset System",2309.65,4.98014667397647,10,2016-07-31,"Sunday",7,2016
1003,"CA-2016-124891","31/07/2016","31/07/2016","Same Day","RH-19495","Rick Hansen","Consumer","United States","New York City","New York",10024,"East","FUR-TA-10002903","Furniture","Tables","Bevis Round Bullnose 29"" High Table Top",1090.782,4.79608547764044,10,2016-07-31,"Sunday",7,2016
1004,"CA-2016-124891","31/07/2016","31/07/2016","Same Day","RH-19495","Rick Hansen","Consumer","United States","New York City","New York",10024,"East","OFF-PA-10004621","Office Supplies","Paper","Xerox 212",19.44,5.01353707234936,3,2016-07-31,"Sunday",7,2016
1005,"CA-2016-126445","27/08/2016","31/08/2016","Standard Class","RA-19945","Ryan Akin","Consumer","United States","Murrieta","California",92563,"West","OFF-ST-10000046","Office Supplies","Storage","Fellowes Super Stor/Drawer Files",484.65,5.02029517747552,9,2016-08-27,"Saturday",8,2016
1006,"CA-2016-111199","13/11/2016","17/11/2016","Standard Class","JK-15730","Joe Kamberova","Consumer","United States","Jacksonville","North Carolina",28540,"South","OFF-PA-10001790","Office Supplies","Paper","Xerox 1910",115.296,4.75941171353827,7,2016-11-13,"Sunday",11,2016
1007,"CA-2016-105312","06/11/2016","09/11/2016","First Class","MT-17815","Meg Tillman","Consumer","United States","Scottsdale","Arizona",85254,"West","OFF-EN-10002600","Office Supplies","Envelopes","Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",7.08,5.04389214495562,1,2016-11-06,"Sunday",11,2016
1008,"CA-2016-105312","06/11/2016","09/11/2016","First Class","MT-17815","Meg Tillman","Consumer","United States","Scottsdale","Arizona",85254,"West","OFF-BI-10002049","Office Supplies","Binders","UniKeep View Case Binders",4.401,4.92755078945042,1,2016-11-06,"Sunday",11,2016
1009,"US-2018-106705","26/12/2018","01/01/2019","Standard Class","PO-18850","Patrick O'Brill","Consumer","United States","Burlington","Iowa",52601,"Central","OFF-PA-10001509","Office Supplies","Paper","Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",44.75,4.88261832246121,5,2018-12-26,"Wednesday",12,2018
1010,"CA-2018-135034","01/08/2018","03/08/2018","First Class","AT-10735","Annie Thurman","Consumer","United States","Chicago","Illinois",60653,"Central","TEC-PH-10003931","Technology","Phones","JBL Micro Wireless Portable Bluetooth Speaker",95.984,4.99457874448057,7,2018-08-01,"Wednesday",8,2018
1011,"CA-2015-158540","24/11/2015","26/11/2015","First Class","VG-21790","Vivek Gonzalez","Consumer","United States","San Diego","California",92037,"West","FUR-FU-10001602","Furniture","Furnishings","Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",151.72,5.07806171068986,7,2015-11-24,"Tuesday",11,2015
1012,"CA-2018-118437","17/06/2018","21/06/2018","Second Class","PF-19165","Philip Fox","Consumer","United States","Olympia","Washington",98502,"West","FUR-FU-10004848","Furniture","Furnishings","Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",155.25,5.10651301342512,7,2018-06-17,"Sunday",6,2018
1013,"CA-2018-118437","17/06/2018","21/06/2018","Second Class","PF-19165","Philip Fox","Consumer","United States","Olympia","Washington",98502,"West","OFF-ST-10003722","Office Supplies","Storage","Project Tote Personal File",14.03,4.82994539638105,3,2018-06-17,"Sunday",6,2018
1014,"US-2016-126214","21/12/2016","24/12/2016","Second Class","JS-15880","John Stevenson","Consumer","United States","Seattle","Washington",98103,"West","FUR-TA-10003748","Furniture","Tables","Bevis 36 x 72 Conference Tables",1618.37,4.9062305033626,10,2016-12-21,"Wednesday",12,2016
1015,"US-2016-126214","21/12/2016","24/12/2016","Second Class","JS-15880","John Stevenson","Consumer","United States","Seattle","Washington",98103,"West","TEC-AC-10003198","Technology","Accessories","Enermax Acrylux Wireless Keyboard",99.6,4.96463814818245,7,2016-12-21,"Wednesday",12,2016
1016,"CA-2016-133025","17/09/2016","19/09/2016","Second Class","MO-17800","Meg O'Connel","Home Office","United States","Los Angeles","California",90036,"West","OFF-PA-10004100","Office Supplies","Paper","Xerox 216",32.4,4.95660190755539,4,2016-09-17,"Saturday",9,2016
1017,"CA-2016-108665","06/07/2016","10/07/2016","Standard Class","KM-16225","Kalyca Meade","Corporate","United States","New York City","New York",10011,"East","FUR-FU-10002191","Furniture","Furnishings","G.E. Halogen Desk Lamp Bulbs",13.96,4.90549639847035,3,2016-07-06,"Wednesday",7,2016
1018,"CA-2016-108665","06/07/2016","10/07/2016","Standard Class","KM-16225","Kalyca Meade","Corporate","United States","New York City","New York",10011,"East","FUR-FU-10000965","Furniture","Furnishings","Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",155.82,4.71578876135585,7,2016-07-06,"Wednesday",7,2016
1019,"CA-2016-108665","06/07/2016","10/07/2016","Standard Class","KM-16225","Kalyca Meade","Corporate","United States","New York City","New York",10011,"East","TEC-PH-10004188","Technology","Phones","OtterBox Commuter Series Case - Samsung Galaxy S4",124.95,4.92216176324921,7,2016-07-06,"Wednesday",7,2016
1020,"CA-2016-108665","06/07/2016","10/07/2016","Standard Class","KM-16225","Kalyca Meade","Corporate","United States","New York City","New York",10011,"East","OFF-ST-10001526","Office Supplies","Storage","Iceberg Mobile Mega Data/Printer Cart",601.65,4.83181963676552,10,2016-07-06,"Wednesday",7,2016
1021,"CA-2016-124450","27/04/2016","03/05/2016","Standard Class","GT-14710","Greg Tran","Consumer","United States","Washington","District of Columbia",20016,"East","OFF-AR-10001166","Office Supplies","Art","Staples in misc. colors",22.74,4.9533125272564,4,2016-04-27,"Wednesday",4,2016
1022,"CA-2016-124450","27/04/2016","03/05/2016","Standard Class","GT-14710","Greg Tran","Consumer","United States","Washington","District of Columbia",20016,"East","FUR-CH-10000309","Furniture","Chairs","Global Comet Stacking Arm Chair",1267.53,4.86622829881595,10,2016-04-27,"Wednesday",4,2016
1023,"CA-2016-124450","27/04/2016","03/05/2016","Standard Class","GT-14710","Greg Tran","Consumer","United States","Washington","District of Columbia",20016,"East","TEC-MA-10004212","Technology","Machines","Cisco SPA525G2 5-Line IP Phone",1379.92,4.93823889197537,10,2016-04-27,"Wednesday",4,2016
1024,"CA-2016-167269","16/06/2016","20/06/2016","Standard Class","PB-19150","Philip Brown","Consumer","United States","Philadelphia","Pennsylvania",19134,"East","OFF-EN-10003072","Office Supplies","Envelopes","Peel & Seel Envelopes",6.208,4.87584774288708,1,2016-06-16,"Thursday",6,2016
1025,"CA-2018-106964","17/12/2018","20/12/2018","First Class","HR-14770","Hallie Redmond","Home Office","United States","Los Angeles","California",90045,"West","OFF-BI-10000320","Office Supplies","Binders","GBC Plastic Binding Combs",11.808,4.90916530308168,2,2018-12-17,"Monday",12,2018
1026,"CA-2017-126529","11/01/2017","13/01/2017","Second Class","DE-13255","Deanra Eno","Home Office","United States","Springfield","Ohio",45503,"East","OFF-PA-10001166","Office Supplies","Paper","Xerox 2",15.552,4.91222292390413,3,2017-01-11,"Wednesday",1,2017
1027,"CA-2017-126529","11/01/2017","13/01/2017","Second Class","DE-13255","Deanra Eno","Home Office","United States","Springfield","Ohio",45503,"East","OFF-PA-10003656","Office Supplies","Paper","Xerox 1935",63.312,5.08283667119972,6,2017-01-11,"Wednesday",1,2017
1028,"CA-2017-126529","11/01/2017","13/01/2017","Second Class","DE-13255","Deanra Eno","Home Office","United States","Springfield","Ohio",45503,"East","TEC-PH-10000148","Technology","Phones","Cyber Acoustics AC-202b Speech Recognition Stereo Headset",15.588,5.0216436306842,3,2017-01-11,"Wednesday",1,2017
1029,"CA-2015-163552","11/07/2015","15/07/2015","Standard Class","LA-16780","Laura Armstrong","Corporate","United States","Hackensack","New Jersey",7601,"East","OFF-PA-10000474","Office Supplies","Paper","Easy-staple paper",177.2,4.9267710811749,8,2015-07-11,"Saturday",7,2015
1030,"CA-2015-163552","11/07/2015","15/07/2015","Standard Class","LA-16780","Laura Armstrong","Corporate","United States","Hackensack","New Jersey",7601,"East","TEC-PH-10003885","Technology","Phones","Cisco SPA508G",197.97,4.82737730997573,8,2015-07-11,"Saturday",7,2015
1031,"CA-2015-163552","11/07/2015","15/07/2015","Standard Class","LA-16780","Laura Armstrong","Corporate","United States","Hackensack","New Jersey",7601,"East","FUR-CH-10003379","Furniture","Chairs","Global Commerce Series High-Back Swivel/Tilt Chairs",854.94,5.05475380909316,10,2015-07-11,"Saturday",7,2015
1032,"CA-2015-163552","11/07/2015","15/07/2015","Standard Class","LA-16780","Laura Armstrong","Corporate","United States","Hackensack","New Jersey",7601,"East","FUR-FU-10000629","Furniture","Furnishings","9-3/4 Diameter Round Wall Clock",124.11,4.80635928131762,7,2015-07-11,"Saturday",7,2015
1033,"CA-2015-163552","11/07/2015","15/07/2015","Standard Class","LA-16780","Laura Armstrong","Corporate","United States","Hackensack","New Jersey",7601,"East","OFF-LA-10001175","Office Supplies","Labels","Avery 514",14.4,4.83175310716134,3,2015-07-11,"Saturday",7,2015
1034,"CA-2017-109820","20/11/2017","22/11/2017","First Class","AG-10390","Allen Goldenen","Consumer","United States","Cincinnati","Ohio",45231,"East","OFF-PA-10000955","Office Supplies","Paper","Southworth 25% Cotton Granite Paper & Envelopes",15.696,4.87237951641868,3,2017-11-20,"Monday",11,2017
1035,"CA-2017-109820","20/11/2017","22/11/2017","First Class","AG-10390","Allen Goldenen","Consumer","United States","Cincinnati","Ohio",45231,"East","OFF-BI-10003460","Office Supplies","Binders","Acco 3-Hole Punch",2.628,4.85276864905243,1,2017-11-20,"Monday",11,2017
1036,"CA-2017-109820","20/11/2017","22/11/2017","First Class","AG-10390","Allen Goldenen","Consumer","United States","Cincinnati","Ohio",45231,"East","OFF-BI-10000474","Office Supplies","Binders","Avery Recycled Flexi-View Covers for Binding Systems",14.427,4.85963424388089,3,2017-11-20,"Monday",11,2017
1037,"CA-2017-113061","22/04/2017","26/04/2017","Standard Class","EL-13735","Ed Ludwig","Home Office","United States","Jefferson City","Missouri",65109,"Central","FUR-FU-10003975","Furniture","Furnishings","Eldon Advantage Chair Mats for Low to Medium Pile Carpets",86.62,5.07872039460444,6,2017-04-22,"Saturday",4,2017
1038,"CA-2016-127418","13/06/2016","14/06/2016","First Class","JJ-15445","Jennifer Jackson","Consumer","United States","Los Angeles","California",90004,"West","OFF-BI-10003707","Office Supplies","Binders","Aluminum Screw Posts",36.624,4.93938123990127,5,2016-06-13,"Monday",6,2016
1039,"CA-2018-121818","20/11/2018","21/11/2018","First Class","JH-15430","Jennifer Halladay","Consumer","United States","Burlington","North Carolina",27217,"South","OFF-AR-10000203","Office Supplies","Art","Newell 336",23.968,4.87841290463429,4,2018-11-20,"Tuesday",11,2018
1040,"CA-2018-121818","20/11/2018","21/11/2018","First Class","JH-15430","Jennifer Halladay","Consumer","United States","Burlington","North Carolina",27217,"South","OFF-AR-10004790","Office Supplies","Art","Staples in misc. colors",28.728,5.01717221964777,4,2018-11-20,"Tuesday",11,2018
1041,"CA-2017-127670","20/03/2017","24/03/2017","Standard Class","RD-19660","Robert Dilbeck","Home Office","United States","Saint Peters","Missouri",63376,"Central","FUR-TA-10001095","Furniture","Tables","Chromcraft Round Conference Tables",697.16,4.96976336259169,10,2017-03-20,"Monday",3,2017
1042,"CA-2017-102981","06/09/2017","09/09/2017","Second Class","MO-17500","Mary O'Rourke","Consumer","United States","New York City","New York",10035,"East","TEC-AC-10004761","Technology","Accessories","Maxell 4.7GB DVD+RW 3/Pack",31.86,4.82799032746664,4,2017-09-06,"Wednesday",9,2017
1043,"CA-2017-102981","06/09/2017","09/09/2017","Second Class","MO-17500","Mary O'Rourke","Consumer","United States","New York City","New York",10035,"East","FUR-BO-10001811","Furniture","Bookcases","Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",722.352,4.8939034879549,10,2017-09-06,"Wednesday",9,2017
1044,"CA-2018-115651","09/07/2018","12/07/2018","First Class","NS-18640","Noel Staavos","Corporate","United States","Chicago","Illinois",60610,"Central","OFF-AR-10001130","Office Supplies","Art","Quartet Alpha White Chalk, 12/Pack",8.84,5.00337326344117,2,2018-07-09,"Monday",7,2018
1045,"CA-2018-115651","09/07/2018","12/07/2018","First Class","NS-18640","Noel Staavos","Corporate","United States","Chicago","Illinois",60610,"Central","OFF-AP-10000055","Office Supplies","Appliances","Belkin F9S820V06 8 Outlet Surge",58.464,5.14503154646839,6,2018-07-09,"Monday",7,2018
1046,"CA-2018-152702","12/10/2018","16/10/2018","Standard Class","SN-20710","Steve Nguyen","Home Office","United States","Rockford","Illinois",61107,"Central","FUR-CH-10002304","Furniture","Chairs","Global Stack Chair without Arms, Black",254.604,5.10819432296005,8,2018-10-12,"Friday",10,2018
1047,"CA-2017-169103","08/03/2017","13/03/2017","Standard Class","ZC-21910","Zuschuss Carroll","Consumer","United States","Miami","Florida",33142,"South","TEC-PH-10001530","Technology","Phones","Cisco Unified IP Phone 7945G VoIP phone",1363.96,5.03377875222361,10,2017-03-08,"Wednesday",3,2017
